amean_y1,amean_y2,amean_y3,amean_y4,amean_y5,amean_y6,amean_y7,amean_y8,amean_y9,amean_y10,amean_y11,amean_y12,amean_y13,amean_y14,amean_y15,amean_y16,k0,k1,k2,k3,ward91,cquint,region91,lungc3064,cpm3064,allmort3064,lungc65pls,cpm65pls,allmort65pls,pop3064,pop65pls,exp_lungc3064,exp_cpm_3064,exp_all_3064,exp_lungc65pls,exp_cpm_65pls,exp_all_65pls,RR_lungc3064,RR_cpm3064,RR_allmort3064,RR_lungc65pls,RR_cpm65pls,RR_allmort65pls,cscore                                                                                                                                                                    
77,79,54,54,129,85,96,66,76,42,42,34,34,27,15,16,66,94,49,23,15EUFX,5,1,19,27,76,18,113,182,1875,788,3.889,17.871,39.213,9.786,110.932,179.57,4.886,1.511,1.938,1.839,1.019,1.014,9.464
61,60,64,53,45,35,27,23,15,18,8,16,14,16,10,10,60,33,14,13,15EWFF,2,1,0,23,54,9,98,152,2307,897,4.785,21.989,48.247,11.14,126.277,204.409,0,1.046,1.119,0.808,0.776,0.744,-2.139
34,51,28,32,40,25,33,22,13,19,13,17,16,17,10,11,36,30,16,14,15EWFP,3,1,4,19,51,6,74,116,4037,573,8.373,38.478,84.427,7.116,80.665,130.576,0.478,0.494,0.604,0.843,0.917,0.888,-0.63
146,134,130,99,88,72,70,58,50,53,46,33,37,35,26,,127,72,46,33,18FLFG,4,3,7,19,45,11,229,350,1702,820,3.53,16.222,35.595,10.184,115.437,186.862,1.983,1.171,1.264,1.08,1.984,1.873,0.216
151,131,131,95,68,48,58,52,39,35,38,31,31,26,21,28,127,57,36,27,18FNFB,4,3,4,18,43,4,54,94,2026,592,4.202,19.311,42.37,7.352,83.34,134.905,0.952,0.932,1.015,0.544,0.648,0.697,0.368
108,106,107,93,73,59,97,82,60,58,56,40,29,18,17,20,104,78,54,21,18FNFG,5,3,8,31,65,13,123,217,2071,874,4.295,19.739,43.312,10.854,123.039,199.168,1.862,1.57,1.501,1.198,1,1.09,3.043
144,130,127,104,85,73,77,55,46,59,51,38,45,35,32,31,126,73,49,36,18FPFD,5,3,9,70,126,30,302,494,3612,1368,7.492,34.427,75.539,16.99,192.583,311.741,1.201,2.033,1.668,1.766,1.568,1.585,8.433
60,58,61,50,48,41,40,25,31,39,34,23,27,24,20,27,57,39,32,25,18FPFS,5,3,9,44,79,16,277,457,3662,1789,7.595,34.904,76.585,22.218,251.85,407.679,1.185,1.261,1.032,0.72,1.1,1.121,4.837
155,127,131,110,90,85,88,68,53,51,50,37,40,41,20,26,131,83,48,32,18FRFJ,4,3,6,16,47,10,134,199,2424,724,5.028,23.104,50.694,8.992,101.922,164.986,1.193,0.693,0.927,1.112,1.315,1.206,1.056
89,78,67,71,69,57,58,28,50,49,48,35,34,41,27,35,76,53,46,34,18FRFR,3,3,1,24,46,16,153,243,2556,971,5.301,24.362,53.455,12.059,136.694,221.272,0.189,0.985,0.861,1.327,1.119,1.098,-0.378
10,13,18,,74,35,16,9,11,21,33,27,28,18,9,25,14,34,23,20,18FSFE,4,3,2,8,17,7,46,85,752,369,1.56,7.168,15.727,4.583,51.947,84.088,1.282,1.116,1.081,1.527,0.886,1.011,0.433
,206,145,118,89,75,64,67,54,36,58,15,57,33,23,22,156,74,41,34,18FSFW,2,3,5,20,44,10,175,262,2488,788,5.16,23.714,52.032,9.786,110.932,179.57,0.969,0.843,0.846,1.022,1.578,1.459,-1.629
20,24,18,15,16,23,21,14,21,24,13,10,8,9,8,5,19,19,17,8,19FXFD,3,6,3,19,44,13,160,242,2517,1153,5.22,23.99,52.639,14.319,162.316,262.747,0.575,0.792,0.836,0.908,0.986,0.921,-0.09
22,22,21,16,13,13,13,12,10,11,10,9,9,10,7,6,20,13,10,8,19GAFA,5,6,10,73,154,26,229,363,4896,1970,10.155,46.666,102.392,24.466,277.33,448.925,0.985,1.564,1.504,1.063,0.826,0.809,4.687
72,66,68,56,47,41,41,30,25,24,26,12,26,22,18,,66,40,22,22,19GAFC,4,6,14,55,108,24,444,726,4533,2482,9.402,43.206,94.8,30.825,349.408,565.6,1.489,1.273,1.139,0.779,1.271,1.284,1.418
29,29,28,25,22,16,20,10,8,14,15,12,10,8,6,,28,17,12,8,19GDFG,4,6,10,30,74,23,490,760,3978,2942,8.251,37.916,83.193,36.537,414.165,670.426,1.212,0.791,0.889,0.629,1.183,1.134,1.034
46,42,42,36,42,46,32,25,23,23,19,15,17,25,14,15,42,36,20,18,20GLFB,3,6,5,42,88,25,248,439,4852,2042,10.063,46.246,101.472,25.36,287.466,465.333,0.497,0.908,0.867,0.986,0.863,0.943,-0.205
49,45,48,42,35,34,15,,15,20,16,12,15,17,9,9,46,28,16,13,20GLFG,3,6,5,22,56,16,115,187,4034,1245,8.367,38.449,84.364,15.462,175.267,283.712,0.598,0.572,0.664,1.035,0.656,0.659,-0.499
33,31,34,28,26,28,24,21,16,20,16,14,17,19,11,12,32,25,17,15,20GLFJ,4,6,11,55,124,33,308,516,3975,2619,8.244,37.887,83.131,32.526,368.695,596.82,1.334,1.452,1.492,1.015,0.835,0.865,1.114
96,70,106,69,46,63,57,52,46,44,42,24,23,24,12,,85,55,39,20,21GRFX,5,1,6,46,83,7,111,175,2265,682,4.698,21.589,47.369,8.47,96.01,155.415,1.277,2.131,1.752,0.826,1.156,1.126,5.159
55,60,67,55,56,45,46,33,30,31,31,27,28,29,21,24,59,45,30,26,21GWFP,1,1,5,51,104,14,337,517,2719,1197,5.639,25.916,56.863,14.866,168.51,272.773,0.887,1.968,1.829,0.942,2,1.895,-3.151
151,116,109,46,33,31,24,24,25,24,33,20,19,15,,,106,28,26,17,21GWFY,3,1,5,24,53,7,60,89,3742,761,7.761,35.666,78.258,9.451,107.131,173.417,0.644,0.673,0.677,0.741,0.56,0.513,-0.678
69,62,49,66,46,40,26,29,26,21,23,16,17,15,15,15,62,35,22,16,22GZFA,5,5,8,40,103,49,442,709,4022,1884,8.342,38.335,84.113,23.398,265.224,429.328,0.959,1.043,1.225,2.094,1.667,1.651,3.486
38,32,31,27,24,20,14,17,17,21,21,18,16,14,12,14,32,19,19,14,22GZFL,4,5,5,20,58,25,215,380,3294,1371,6.832,31.396,68.889,17.027,193.005,312.425,0.732,0.637,0.842,1.468,1.114,1.216,1.554
47,51,32,27,25,28,22,22,17,29,34,25,21,14,9,14,39,24,26,15,22HAFA,5,5,2,29,63,32,287,468,2379,2039,4.934,22.675,49.753,25.323,287.044,464.649,0.405,1.279,1.266,1.264,1,1.007,4.085
,27,28,28,29,25,33,21,15,20,17,12,12,9,10,9,28,27,16,10,23HGFJ,4,5,6,33,74,18,107,203,4450,1291,9.23,42.415,93.064,16.033,181.743,294.194,0.65,0.778,0.795,1.123,0.589,0.69,0.355
,,32,31,31,27,26,24,20,19,18,14,15,11,16,14,32,27,18,14,23HGFP,2,5,8,24,62,23,168,321,5493,1667,11.393,52.356,114.877,20.703,234.675,379.877,0.702,0.458,0.54,1.111,0.716,0.845,-2.07
37,33,36,28,25,28,22,,20,22,19,23,30,27,20,33,34,25,21,28,23HHFF,2,5,3,21,47,9,117,194,2722,959,5.646,25.944,56.926,11.91,135.005,218.538,0.531,0.809,0.826,0.756,0.867,0.888,-1.591
46,41,44,38,37,36,38,33,,28,23,21,16,19,10,9,42,36,24,14,23HHFP,3,5,2,16,30,9,127,202,2003,815,4.154,19.091,41.889,10.122,114.733,185.723,0.481,0.838,0.716,0.889,1.107,1.088,-1.383
30,25,30,25,26,23,22,21,15,22,23,20,23,14,12,14,28,23,20,16,23HHGD,3,5,0,3,10,8,89,141,1052,663,2.182,10.027,22.001,8.234,93.335,151.085,0,0.299,0.455,0.972,0.954,0.933,-1.517
59,36,34,31,30,30,27,25,16,22,18,14,18,16,15,13,40,28,18,16,23HKFE,4,5,6,22,66,17,101,173,3210,1039,6.658,30.596,67.132,12.904,146.267,236.768,0.901,0.719,0.983,1.317,0.691,0.731,0.213
38,24,21,20,18,20,16,14,10,13,11,9,13,14,10,8,26,17,11,11,23HKFM,2,5,3,23,50,10,155,257,2779,1013,5.764,26.488,58.118,12.581,142.607,230.843,0.52,0.868,0.86,0.795,1.087,1.113,-1.771
37,30,25,23,21,22,24,19,17,17,15,13,15,13,11,12,29,22,16,13,23HKFP,1,5,3,20,41,4,127,186,2705,1056,5.61,25.782,56.571,13.115,148.66,240.642,0.535,0.776,0.725,0.305,0.854,0.773,-3.105
44,30,30,28,26,26,27,26,17,24,19,15,16,14,13,,33,26,19,14,23HRFY,1,5,4,5,21,6,45,84,1425,562,2.956,13.582,29.802,6.98,79.117,128.069,1.353,0.368,0.705,0.86,0.569,0.656,-3.831
55,53,49,43,38,34,37,26,24,29,21,23,22,18,14,14,50,34,24,17,23HSFM,5,5,13,40,111,44,563,902,4544,2568,9.425,43.31,95.03,31.893,361.515,585.198,1.379,0.924,1.168,1.38,1.557,1.541,2.791
38,36,33,28,22,22,22,23,18,26,19,16,13,12,11,,34,22,20,12,23HTGC,4,5,6,36,69,19,433,678,2207,1775,4.577,21.036,46.156,22.044,249.879,404.489,1.311,1.711,1.495,0.862,1.733,1.676,1.282
44,40,35,30,29,39,41,32,13,22,19,14,13,16,13,14,37,35,17,14,23HUFB,5,5,18,46,103,14,145,247,2774,1398,5.753,26.44,58.014,17.362,196.806,318.577,3.129,1.74,1.775,0.806,0.737,0.775,3.908
86,71,64,66,57,58,69,55,35,39,47,32,30,30,27,25,72,60,38,28,23HUFG,4,5,9,46,87,17,170,297,4082,1122,8.466,38.907,85.368,13.934,157.952,255.682,1.063,1.182,1.019,1.22,1.076,1.162,1.692
50,42,43,39,34,42,37,28,16,15,17,14,17,20,17,19,44,35,16,18,23HUFL,4,5,9,36,83,16,137,238,4669,1313,9.684,44.502,97.644,16.306,184.84,299.208,0.929,0.809,0.85,0.981,0.741,0.795,0.453
64,57,61,48,40,35,47,42,23,29,23,22,20,24,22,23,58,41,24,22,23HUFQ,4,5,1,19,39,15,90,153,2666,581,5.529,25.411,55.755,7.216,81.791,132.399,0.181,0.748,0.699,2.079,1.1,1.156,1.815
19,22,22,11,16,17,12,14,9,14,14,13,17,13,10,,19,15,13,13,25JGFF,1,5,5,19,40,7,116,193,3695,1353,7.664,35.218,77.275,16.803,190.471,308.323,0.652,0.539,0.518,0.417,0.609,0.626,-3.804
23,20,23,18,17,17,14,15,10,6,5,5,6,7,7,,21,16,7,7,25JGFP,1,5,5,11,38,9,66,125,3394,984,7.039,32.349,70.98,12.221,138.524,224.235,0.71,0.34,0.535,0.736,0.476,0.557,-3.139
24,24,26,21,17,20,21,16,11,17,15,12,14,12,7,9,24,19,14,11,25JHFG,2,5,7,24,51,16,182,299,3005,1701,6.233,28.642,62.845,21.125,239.461,387.625,1.123,0.838,0.812,0.757,0.76,0.771,-2.368
17,18,12,14,11,12,10,11,8,12,10,7,9,8,8,,15,11,9,8,25JLFS,3,5,4,3,21,4,54,92,974,424,2.02,9.284,20.37,5.266,59.689,96.621,1.98,0.323,1.031,0.76,0.905,0.952,-0.131
23,39,23,20,23,22,19,16,14,18,14,13,15,14,9,,26,20,15,13,25JLFY,2,5,1,10,20,9,124,228,1357,841,2.815,12.934,28.379,10.445,118.393,191.648,0.355,0.773,0.705,0.862,1.047,1.19,-2.427
,72,41,36,32,30,25,16,22,28,22,17,19,21,17,19,50,26,22,19,25JLGH,2,5,2,22,49,20,157,266,5123,1453,10.626,48.829,107.139,18.045,204.549,331.111,0.188,0.451,0.457,1.108,0.768,0.803,-1.676
39,18,57,37,32,31,24,20,13,15,13,11,11,11,9,10,38,27,13,10,25JMFC,4,5,12,54,113,26,324,529,4899,2244,10.161,46.694,102.454,27.869,315.903,511.365,1.181,1.156,1.103,0.933,1.026,1.034,0.417
24,27,25,22,17,20,16,13,10,11,10,8,9,8,7,8,25,17,10,8,25JMFD,1,5,8,34,88,21,325,551,5854,2738,12.142,55.797,122.427,34.004,385.447,623.938,0.659,0.609,0.719,0.618,0.843,0.883,-3.156
55,64,63,57,49,47,35,27,24,22,20,15,16,17,13,14,60,40,20,15,25JMFK,5,5,18,72,143,36,309,507,5536,2233,11.482,52.766,115.776,27.732,314.355,508.858,1.568,1.365,1.235,1.298,0.983,0.996,3.108
57,61,58,46,40,36,32,27,18,18,19,,15,14,10,14,56,34,18,13,25JPFD,3,5,8,47,95,17,235,381,5571,2338,11.555,53.099,116.508,29.036,329.136,532.786,0.692,0.885,0.815,0.585,0.714,0.715,-0.106
35,42,41,28,24,23,23,21,20,,16,12,15,12,8,12,37,23,16,12,26JTFF,4,7,4,28,59,10,98,149,2035,822,4.221,19.396,42.559,10.209,115.719,187.318,0.948,1.444,1.386,0.98,0.847,0.795,2.3
29,33,27,29,26,24,24,23,18,26,25,20,16,15,11,11,30,24,22,13,27KCFG,1,5,0,7,22,4,28,54,3414,411,7.081,32.54,71.398,5.104,57.859,93.659,0,0.215,0.308,0.784,0.484,0.577,-3.496
34,26,26,25,28,26,25,18,14,16,13,12,10,18,12,16,28,24,14,14,27KEFP,2,5,1,6,15,6,102,147,1227,402,2.545,11.695,25.661,4.993,56.592,91.608,0.393,0.513,0.585,1.202,1.802,1.605,-1.821
43,37,38,32,28,26,26,24,26,28,23,21,21,20,15,14,38,26,25,18,27KFFU,1,5,2,15,32,11,98,157,2194,568,4.551,20.912,45.884,7.054,79.961,129.436,0.44,0.717,0.697,1.559,1.226,1.213,-3.532
42,47,54,54,,29,34,30,21,24,30,23,27,28,22,19,49,31,25,24,27KHFT,4,5,8,26,56,19,151,251,2755,1089,5.714,26.259,57.616,13.525,153.306,248.162,1.4,0.99,0.972,1.405,0.985,1.011,1.518
41,50,47,43,34,38,36,29,24,23,25,20,18,19,20,20,45,34,23,19,28KSFM,4,2,4,10,21,7,26,48,921,245,1.91,8.778,19.261,3.043,34.49,55.831,2.094,1.139,1.09,2.301,0.754,0.86,1.752
41,54,46,48,65,62,40,28,33,38,39,34,32,25,20,30,47,49,36,27,28KWFH,5,2,26,73,162,35,279,431,4916,2250,10.196,46.856,102.81,27.943,316.748,512.732,2.55,1.558,1.576,1.253,0.881,0.841,5.475
184,178,155,145,146,148,109,77,69,70,78,61,47,37,27,36,166,120,70,37,28KWFR,5,2,15,68,133,31,289,463,4103,1720,8.51,39.107,85.807,21.361,242.136,391.955,1.763,1.739,1.55,1.451,1.194,1.181,8.34
109,114,121,107,97,88,81,61,59,56,49,51,39,40,30,45,113,82,54,39,28KWFW,5,2,18,89,168,36,300,492,4663,1742,9.671,44.445,97.519,21.634,245.233,396.969,1.861,2.002,1.723,1.664,1.223,1.239,6.828
33,30,42,31,31,34,26,22,15,18,12,10,11,14,12,11,34,28,14,12,30LCFD,5,5,1,13,27,4,36,56,833,262,1.728,7.94,17.421,3.254,36.884,59.705,0.579,1.637,1.55,1.229,0.976,0.938,4.072
45,47,51,48,39,35,30,30,,,24,18,21,23,20,19,48,34,21,21,30LCFF,3,5,2,9,21,5,58,94,1581,454,3.279,15.069,33.064,5.638,63.913,103.458,0.61,0.597,0.635,0.887,0.907,0.909,-1.006
42,42,41,34,29,25,27,22,,24,16,13,12,12,11,10,40,26,18,11,30LDGA,4,5,6,20,54,12,230,369,3151,1608,6.535,30.033,65.898,19.97,226.369,366.432,0.918,0.666,0.819,0.601,1.016,1.007,0.151
32,22,23,17,21,17,9,19,14,12,10,10,15,13,12,10,24,17,12,13,30LEFA,3,5,1,3,10,3,12,18,803,131,1.665,7.654,16.793,1.627,18.442,29.852,0.6,0.392,0.595,1.844,0.651,0.603,-0.49
67,64,67,49,61,50,45,46,35,34,28,31,29,33,23,23,62,51,32,27,30LEFQ,5,5,6,21,58,18,149,239,2187,843,4.536,20.845,45.737,10.469,118.675,192.104,1.323,1.007,1.268,1.719,1.256,1.244,3.722
17,23,20,19,20,20,17,19,15,14,10,8,13,11,10,9,20,19,12,11,30LGFL,2,5,6,11,36,6,87,132,4123,803,8.551,39.298,86.226,9.973,113.044,182.988,0.702,0.28,0.418,0.602,0.77,0.721,-2.298
24,18,19,15,19,21,15,18,12,13,9,8,11,10,10,9,19,18,11,10,30LHFC,2,5,1,7,18,1,25,43,786,257,1.63,7.492,16.438,3.192,36.18,58.565,0.613,0.934,1.095,0.313,0.691,0.734,-2.661
41,40,39,38,39,35,37,35,23,28,25,21,23,23,20,19,40,37,24,21,30LJFF,3,5,5,27,56,16,144,237,3197,1199,6.631,30.472,66.86,14.891,168.791,273.229,0.754,0.886,0.838,1.074,0.853,0.867,-0.327
31,27,32,34,26,25,31,23,14,21,16,12,13,13,10,11,31,26,16,12,30LJFJ,2,5,7,18,52,12,133,222,3393,1198,7.037,32.34,70.959,14.878,168.651,273.001,0.995,0.557,0.733,0.807,0.789,0.813,-1.79
35,37,39,35,31,31,29,27,19,24,20,14,16,17,12,15,37,30,19,15,30LJFN,3,5,2,36,86,15,345,628,3065,1325,6.357,29.214,64.099,16.455,186.529,301.942,0.315,1.232,1.342,0.912,1.85,2.08,-1.37
52,44,44,39,31,26,23,21,16,19,15,14,17,16,11,11,45,25,16,14,30LKFE,3,5,3,16,34,8,85,145,2392,733,4.961,22.799,50.025,9.103,103.189,167.037,0.605,0.702,0.68,0.879,0.824,0.868,-1.014
19,27,27,25,25,26,15,21,14,17,10,10,14,14,11,9,25,22,13,12,30LKFG,3,5,8,27,64,7,97,153,3386,993,7.023,32.273,70.813,12.332,139.791,226.286,1.139,0.837,0.904,0.568,0.694,0.676,-1.408
16,24,23,22,18,21,17,18,14,17,11,10,12,14,10,11,21,19,13,12,30LKFH,2,5,4,17,47,16,121,198,3428,1059,7.11,32.673,71.691,13.152,149.083,241.326,0.563,0.52,0.656,1.217,0.812,0.82,-2.092
31,30,28,27,26,28,23,23,11,13,9,8,11,9,9,8,29,25,10,9,30LKFP,2,5,0,19,40,8,74,133,3278,681,6.799,31.244,68.554,8.458,95.869,155.187,0,0.608,0.583,0.946,0.772,0.857,-1.599
32,29,32,29,26,22,15,14,14,23,21,14,16,15,11,15,31,19,18,14,30LQFA,3,5,3,18,45,11,77,131,2546,754,5.281,24.267,53.245,9.364,106.146,171.822,0.568,0.742,0.845,1.175,0.725,0.762,-1.303
33,28,27,26,22,19,14,13,11,17,16,12,15,15,10,13,29,17,14,13,30LQFD,2,5,0,11,22,4,40,58,1556,537,3.227,14.831,32.541,6.669,75.597,122.372,0,0.742,0.676,0.6,0.529,0.474,-1.848
43,32,33,25,24,22,22,19,10,17,17,12,20,11,8,11,33,22,14,13,30LQFG,1,5,2,9,25,9,121,198,1798,675,3.729,17.137,37.602,8.383,95.024,153.82,0.536,0.525,0.665,1.074,1.273,1.287,-2.787
123,119,153,53,86,93,90,63,59,51,59,47,23,17,18,20,112,83,54,20,31LSFS,5,8,7,38,69,11,146,234,2305,687,4.781,21.97,48.205,8.532,96.714,156.554,1.464,1.73,1.431,1.289,1.51,1.495,8.195
77,81,76,77,55,44,54,42,37,33,35,27,29,21,18,,78,49,33,23,31LTFU,4,8,7,45,81,21,237,391,2791,1297,5.789,26.602,58.369,16.108,182.588,295.562,1.209,1.692,1.388,1.304,1.298,1.323,2.399
85,95,84,73,69,56,55,44,49,39,39,25,20,14,8,,84,56,38,14,31MAFG,3,8,5,30,63,11,143,238,2253,918,4.673,21.474,47.118,11.401,129.233,209.195,1.07,1.397,1.337,0.965,1.107,1.138,-1.32
123,126,111,102,90,67,69,54,35,38,36,25,24,23,16,16,116,70,34,20,31MDFF,4,8,10,28,57,11,170,262,2366,1087,4.907,22.551,49.481,13.5,153.024,247.707,2.038,1.242,1.152,0.815,1.111,1.058,0.351
,,100,58,46,39,39,33,26,36,31,27,28,26,18,22,79,39,30,24,32MLFG,4,3,7,51,93,10,150,244,2988,1476,6.197,28.48,62.489,18.331,207.787,336.352,1.13,1.791,1.488,0.546,0.722,0.725,0.447
61,58,50,35,34,33,41,38,25,29,27,24,22,22,23,15,51,37,26,21,32MMFU,5,3,21,55,121,20,193,310,4040,1636,8.379,38.507,84.49,20.318,230.311,372.813,2.506,1.428,1.432,0.984,0.838,0.832,5.921
72,60,75,61,55,47,50,42,32,31,31,28,27,25,25,,67,49,31,26,32MPFE,4,3,2,17,36,10,86,135,1613,701,3.345,15.374,33.733,8.706,98.685,159.745,0.598,1.106,1.067,1.149,0.871,0.845,1.239
65,75,66,60,52,44,54,40,24,28,26,21,21,22,15,19,67,48,25,19,33MUFE,4,3,5,29,57,13,275,414,2872,1173,5.957,27.374,60.063,14.568,165.131,267.304,0.839,1.059,0.949,0.892,1.665,1.549,0.457
112,130,105,115,86,62,51,58,56,51,42,44,41,32,25,26,116,64,48,31,33MUFK,5,3,6,36,79,19,190,304,2258,1074,4.683,21.522,47.222,13.338,151.194,244.744,1.281,1.673,1.673,1.424,1.257,1.242,4.278
46,45,39,39,40,40,54,35,19,19,19,19,17,15,13,6,42,42,19,13,33MWFX,3,3,1,17,35,3,74,121,1920,849,3.982,18.3,40.154,10.544,119.52,193.471,0.251,0.929,0.872,0.285,0.619,0.625,-0.177
64,66,50,49,45,40,47,34,28,33,34,25,30,31,20,24,57,42,30,26,33MZFG,4,3,5,32,55,12,192,305,2439,1051,5.059,23.247,51.008,13.053,147.956,239.503,0.988,1.377,1.078,0.919,1.298,1.273,1.016
80,61,61,48,39,40,42,33,,39,30,25,30,32,21,33,63,39,31,29,33MZFH,4,3,6,39,74,18,141,234,1992,931,4.132,18.986,41.659,11.562,131.063,212.157,1.452,2.054,1.776,1.557,1.076,1.103,2.146
42,29,35,36,32,27,32,25,18,21,21,17,20,22,18,21,36,29,19,20,33MZFW,3,3,2,11,19,1,47,70,959,353,1.989,9.141,20.056,4.384,49.694,80.442,1.006,1.203,0.947,0.228,0.946,0.87,-1.035
67,41,44,34,,38,29,31,20,16,14,14,16,15,12,16,47,33,16,15,34NFFJ,5,4,6,25,57,29,320,523,2685,2180,5.569,25.592,56.152,27.074,306.894,496.78,1.077,0.977,1.015,1.071,1.043,1.053,3.154
60,25,81,39,55,61,51,44,35,30,25,21,23,20,17,20,51,53,28,20,34NFFL,4,4,6,19,50,25,255,428,2844,1327,5.899,27.107,59.478,16.48,186.811,302.398,1.017,0.701,0.841,1.517,1.365,1.415,1.628
70,53,53,38,28,44,35,34,26,23,20,17,18,18,16,18,54,35,22,18,34NFFP,5,4,5,32,67,19,272,410,3178,1140,6.591,30.291,66.463,14.158,160.486,259.784,0.759,1.056,1.008,1.342,1.695,1.578,2.835
52,38,40,33,23,28,27,25,19,16,15,13,16,15,14,16,41,26,16,15,34NFFQ,4,4,4,22,45,20,166,300,2594,1803,5.38,24.724,54.249,22.392,253.821,410.869,0.743,0.89,0.83,0.893,0.654,0.73,0.903
40,36,37,33,31,31,26,29,15,18,17,21,27,25,21,26,37,29,18,25,35NLFQ,4,3,2,9,16,11,107,190,1304,674,2.705,12.429,27.271,8.371,94.884,153.592,0.739,0.724,0.587,1.314,1.128,1.237,0.599
129,134,87,146,110,80,70,53,53,38,41,46,45,46,,,124,78,45,46,37PEFD,5,2,4,24,42,19,370,549,2231,961,4.627,21.264,46.658,11.935,135.287,218.994,0.864,1.129,0.9,1.592,2.735,2.507,5.183
87,94,82,70,81,64,51,36,34,31,26,23,23,24,13,,83,58,29,20,37PEFG,4,2,8,44,84,8,90,152,4197,962,8.705,40.003,87.773,11.947,135.427,219.221,0.919,1.1,0.957,0.67,0.665,0.693,0.349
65,64,52,53,51,40,45,37,32,32,32,26,25,30,22,34,59,43,31,28,38PGFG,4,3,7,34,68,7,251,368,2783,1424,5.772,26.526,58.202,17.685,200.466,324.502,1.213,1.282,1.168,0.396,1.252,1.134,1.198
131,146,113,95,98,91,89,73,67,29,23,35,27,38,30,43,121,88,39,35,38PGGA,3,3,1,18,36,12,89,151,3241,977,6.722,30.891,67.78,12.134,137.539,222.64,0.149,0.583,0.531,0.989,0.647,0.678,-1.308
55,47,45,46,42,40,34,29,20,22,23,18,20,22,16,23,48,36,21,20,38PHFA,2,3,3,11,28,5,76,109,2351,645,4.876,22.408,49.167,8.01,90.801,146.983,0.615,0.491,0.569,0.624,0.837,0.742,-2.399
86,82,71,59,59,47,51,43,27,32,34,28,30,24,17,24,75,50,30,24,38PHFE,2,3,0,13,29,7,71,127,1601,513,3.321,15.26,33.482,6.371,72.219,116.903,0,0.852,0.866,1.099,0.983,1.086,-2.113
80,70,63,57,61,48,51,40,28,32,40,27,30,31,18,29,68,50,32,27,38PHFU,4,3,5,24,59,14,101,169,2328,841,4.828,22.189,48.686,10.445,118.393,191.648,1.036,1.082,1.212,1.34,0.853,0.882,1.278
82,122,140,138,94,57,36,40,24,28,28,18,22,25,18,,121,57,25,22,38PJFH,4,3,6,11,31,7,83,151,1486,798,3.082,14.164,31.077,9.911,112.34,181.849,1.947,0.777,0.998,0.706,0.739,0.83,1.561
163,129,87,98,95,57,67,59,40,41,35,21,29,32,25,,119,70,34,29,38PJFL,1,3,4,16,41,3,82,141,2898,890,6.011,27.622,60.607,11.053,125.291,202.814,0.665,0.579,0.676,0.271,0.654,0.695,-2.942
35,24,27,26,23,23,26,21,15,20,19,13,15,17,11,16,28,23,17,15,38PLFU,2,3,2,6,19,2,20,37,813,237,1.686,7.749,17.003,2.943,33.364,54.008,1.186,0.774,1.117,0.679,0.599,0.685,-2.661
31,33,32,32,31,25,17,30,19,21,18,15,16,20,14,,32,26,18,17,38PLGE,2,3,1,5,14,2,33,61,831,300,1.724,7.921,17.379,3.726,42.233,68.364,0.58,0.631,0.806,0.537,0.781,0.892,-1.847
115,102,101,91,88,78,83,63,43,38,38,27,27,33,28,34,102,78,37,31,38PMFJ,5,3,16,54,110,30,223,393,4546,1613,9.429,43.33,95.072,20.032,227.073,367.572,1.697,1.246,1.157,1.498,0.982,1.069,4.544
137,148,115,118,118,79,94,75,52,39,45,48,45,43,28,37,130,92,46,38,38PMFN,5,3,10,46,109,23,333,540,3540,1254,7.342,33.741,74.033,15.574,176.534,285.763,1.362,1.363,1.472,1.477,1.886,1.89,6.96
42,41,31,36,35,31,34,35,20,20,17,16,17,20,17,9,38,34,18,16,38PMGC,4,3,11,55,116,15,182,269,4262,1804,8.84,40.623,89.133,22.404,253.961,411.097,1.244,1.354,1.301,0.67,0.717,0.654,1.853
60,59,47,43,45,29,34,32,19,26,25,19,18,22,17,21,52,35,22,20,38PMGD,3,3,7,42,106,24,229,400,5561,2379,11.534,53.004,116.299,29.545,334.908,542.129,0.607,0.792,0.911,0.812,0.684,0.738,-1.431
80,83,66,68,62,51,82,49,37,33,42,45,37,31,27,26,74,61,39,30,38PNFA,2,3,2,20,43,7,94,147,2432,879,5.044,23.18,50.861,10.917,123.743,200.307,0.396,0.863,0.845,0.641,0.76,0.734,-2.602
36,31,34,29,25,26,24,22,20,19,14,10,12,12,8,11,33,24,16,11,39PQFL,3,5,6,22,55,17,164,292,2650,1232,5.496,25.258,55.42,15.301,173.437,280.749,1.092,0.871,0.992,1.111,0.946,1.04,-0.737
43,37,41,38,33,32,27,22,18,20,17,12,14,13,11,13,40,29,17,13,39PQFM,5,5,4,14,42,13,148,254,2644,856,5.484,25.201,55.295,10.631,120.505,195.066,0.729,0.556,0.76,1.223,1.228,1.302,4.556
17,21,20,17,17,16,15,13,10,10,10,8,10,9,8,9,19,15,10,9,39PRFC,5,5,2,10,24,4,14,25,1175,186,2.437,11.199,24.573,2.31,26.184,42.386,0.821,0.893,0.977,1.732,0.535,0.59,2.591
26,33,32,27,22,23,19,15,10,12,14,12,14,13,10,13,30,20,12,13,39PSFH,3,5,7,9,40,6,63,106,1881,675,3.901,17.928,39.338,8.383,95.024,153.82,1.794,0.502,1.017,0.716,0.663,0.689,-0.211
